Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
185,Love After Music,"Felipe Gomez Aparicio, Gonzalo Tobal","2023, 8 Episodes",4.5,"Ivan Hochman, Micaela Riera, Nahuel Monasterio, Daryna Butryk, Javier Morado, Charlie Anderle, Matías Okosi, Gaspar Offenhenden, Jean Pierre Noher, Mirella Pascual, Julián Kartún, Campi, Andy Chango, Fernando Ritucci, Mariano Saborido",Netflix
189,Dancing on the Grave,Patrick Graham,"2023, 4 Episodes",3.8,"Anup Upadhyay, Patrali Chattopadhyay, Shafaq Naaz, Madhusudan Naik, Medha Rana, Danish Pandor, Bhavya Sharma, Mohini Kewalramani, Priya Arora, Jiya Muazzam Khan, Mahira Khurana, Muhammed Zaeem Shaikh, Bhakti Dipali, Suresh Sharma, Jiten Jatania, Sunil Nambiar, Behruz M, Shams Tahir Khan",Prime Video
192,Garmi,Tigmanshu Dhulia,"2023, 9 Episodes",3.6,"Mukesh Tiwari, Vineet Kumar, Pankaj Saraswat, Jatin Goswami, Vyom Yadav, Puneet Singh, Anurag Thakur, Anushka Kaushik, Disha Thakur, Dheerendra Gautam",SonyLIV
194,Rough Diamonds,"Cecilia Verheyden, Rotem Shamir","2023, 8 Episodes",4.1,"Casper Knopf, Kevin Janssens, Marie Vinck, Ini Massez, Robbie Cleiren, Els Dottermans, Yona Elian, Janne Desmet, Tine Joustra, Gene Bervoets",Netflix
195,Welcome to Eden Season 2,"Denis Rovira van Boekholt, Juanma R. Pachón","2023, 8 Episodes",3.8,"Tamar Pelzig, Amaia Aberasturi, Tomás Aguilera, Diego Garisa, Berta Castañé, Lola Rodríguez, Guillermo Pfening, Begoña Vargas, Sergio Momo, Carlos Torres, Nona Sobo",Netflix
196,The Diplomat Season 1,"Liza Johnson, Simon Cellan Jones","2023, 8 Episodes",3.8,"Keri Russell, David Gyasi, Rufus Sewell, Rory Kinnear, Ato Essandoh, Ali Ahn, Jon Moore, Adam Silver, Bhav Joshi, Eric Tiede, Anna Francolini, Joey Eden",Netflix
197,Tooth Pari: When Love Bites,Pratim Dasgupta,"2023, 8 Episodes",4.3,"Tillotama Shome, Saswata Chatterjee, Tanya Maniktala, Shantanu Maheshwari, Revathi, Adil Hussain, Sikandar Kher",Netflix
199,The Marked Heart Season 2,Camilo Vega,"2023, 10 Episodes",3.1,"Juan Fernando Sánchez, Moisés Arizmendi, Jacqueline Arenal, Sebastián Martínez, Margarita Muñoz, Ana Lucía Domínguez, Mauricio Cujar, Valeria Emiliani, Julián Cerati, Mariaca Semprun, Michel Brown",Netflix
200,How to Get Rich,No description available,"2023, 8 Episodes",4.8,Ramit Sethi,Netflix
203,Greek Salad,"Cédric Klapisch, Lola Doillon, Antoine Garceau","2023, 8 Episodes",3.8,"Romain Duris, Cécile de France, Kevin Bishop et Kelly Reilly, Barnaby Metschurat, Aliocha Schneider, Megan Northam, Aggy K. Adams, Reham Alkassar, Amir Baylly, Davide Iachini, Amro Ahmad Jamous, Anna Kameníková",Prime Video
204,Jane,"J.J. Johnson, Mars Horodyski, Winnifred Jong","2023, 10 Episodes",4.5,"Mason Blomberg, Tamara Almeida, Elise Bauman",Apple TV+
205,Queenmaker,Jin Suk Oh,"2023, 11 Episodes",4,"Jin Kyung, Chae-Young Han, Lee Kyung-young, Kim Tae-hoon, Seo Yi-Sook, Ja-Yeon Ok, Soo-young Ryu, Ki Do-Hoon, Won Tae Min, Jo Won Hee, Kim Byung-Ok, Moon So-ri, Kim Hee-ae",Netflix
209,Obsession,"Lisa Barros D'Sa, Glenn Leyburn","2023, 4 Episodes",2.8,"Richard Armitage, Charlie Murphy, Anil Goutam, Rish Shah, Sonera Angel, Francesca Knight, Kerim Hassan, Victor Pontecorvo, Greg Barnett, Celine Arden, Isla Jackson-Ritchie, Letty Thomas",Netflix
212,American Manhunt: The Boston Marathon Bombing,Floyd Russ,"2023, 3 Episodes",5,Not decided,Netflix
215,Jubilee,Vikramaditya Motwane,"2023, 10 Episodes",3.8,"Prasenjit Chatterjee, Wamiqa Gabbi, Aparshakti Khurana, Sidhant Gupta, Nandish Singh Sandhu, Shweta Basu Prasad, Tushar Phulke, Harish Chhabra, Ajay Dutta, Narottam Bain, Edward Sonnenblick",Prime Video
217,Thicker Than Water,Lionel Smila,"2023, 8 Episodes",4,"Walid Afkir, Kahina Carina, Mayane Sarah El Baze, Aida Ghechoud, Paul Hamy, Karimouche, Radouan Leflahi, Paola Locatelli, Nawell Madani",Netflix
219,Transatlantic,"Stéphanie Chuat, Véronique Reymond, Mia Maariel Meyer","2023, 7 Episodes",4.6,"Gillian Jacobs, Cory Michael Smith, Yoli Fuller, Nadiv Molcho, Jodhi May, Corey Stoll, Luke Thompson, Moritz Bleibtreu",Netflix
225,Copycat Killer,"Henri Chang, Jung-chi Chang",2023,4.3,"Kang Ren Wu, Ruby Lin, Fandy Fan, Alice Ko, Cammy Chiang, Tsung-Hua Tou, Teng-Hung Hsia, Chun-Yao Yao",Netflix
228,The Power,Reed Morano,"2023, 4 Episodes",3,"Toni Collette, Auliʻi Cravalho, John Leguizamo, Halle Bush, Ria Zmitrowicz, Toheeb Jimoh, Nico Hiraga, Heather Agyepong, Josh Charles",Prime Video
229,United Kacche,"Manav Shah, Dharampal Thakur","2023, 8 Episodes",3.9,"Sunil Grover, Sapna Pabbi, Sapna Pabbi, Manu Rishi Chadha, Nayani Dixit, Satish Shah, Diksha Juneja, Neelu Kohli, Poojan Chhabra",Zee5
232,Unstable,No description available,"2023, 8 Episodes",0.5,"Rob Lowe, John Owen Lowe, Sian Clifford, Aaron Branch, Rachel Marsh, Emma Ferreira, Fred Armisen, Tom Allen, J.T. Parr, Frank Gallegos, Brie Elay",Netflix
233,Emergency: NYC,"Adi Barash, Ruthie Shatz","2023, 8 Episodes",5,Not decided,Netflix
235,Unseen,No description available,2023,3.6,"Gail Mabalane, Abduragman Adams, Vuyo Dabula, Brendon Daniels, Hein de Vries, Shimmy Isaacs, Ilse Klink, Mothusi Magano, Colin Moss, Waldemar Schultz",Netflix
237,Virodh,Rahul Dahiya,"2023, 7 Episodes",3.4,"Pritha Bakshi, Abhinav Ranga, Ashish Nehra, Manoj Rathee, Jaspal Kaur, Deepak Kapoor, Geetanjali Mishra, Rajbeer Singh, Vickey, Bhavna, Simran",MX Player
239,Crimes Aaj Kal,"Navdeep Dahiya, Subbu Iyer","2023, 5 Episodes",2.8,"Vikrant Massey, Manav Soneji",Amazon miniTV
240,I Am Georgina Season 2,No description available,"2023, 6 Episodes",2.2,"Georgina Rodríguez, Cristiano Ronaldo",Netflix
241,Love is Blind Season 4,No description available,2023,3,"Amber, April, Ava, Bill, Bliss, Brandie, Brett, Chelsea, Chris, Conner, Irina, Jack, Jackelina, Jimmy, Josh D., Josh S., Juan, Kacia, Kendra, Kwame, Marshall, Micah, Molly, Monica, Paul, Quincy, Ryland, Tiffany, Wendi, Zack",Netflix
242,My Kind of Country,No description available,"2023, 8 Episodes",3.5,"Reese Witherspoon, Kacey Musgraves, Orville Peck, Mickey Guyton, Jimmie Allen",Apple TV+
243,Sengalam,S.R. Prabhakaran,"2023, 9 Episodes",3.8,"Vani Bhojan, Viji Chandrashekhar, Kalaiyarasan, Sharath Lohitashwa, Shali Nivekas, Manasa Radhakrishnan, Vela Ramamoorthy",Zee5
244,Who Were We Running From?,"Umut Aral, Gökçen Usta","2023, 7 Episodes",3.1,"Melisa Sözen, Eylül Tumbar, Musa Uzunlar, Birand Tunca, Isik Naz Özedgü, Basak Dasman, Hakan Emre Unal, Devrim Kabacaoglu, Alper Çankaya, Meriç Rakalar, Kubilay Tunçer, Buçe Buse Kahraman, Denizhan Akbaba, Elit Cam, Taylor Lauren, Dias Tussupbekov, Enver Husrevoglu",Netflix
245,The Night Agent,Seth Gordon,"2023, 10 Episodes",3.5,"Gabriel Basso, Luciane Buchanan, Hong Chau, D.B. Woodside, Enrique Murciano, Eve Harlow, Sarah Desjardins, Fola Evans-Akingbola, Phoenix Raei",Netflix
246,Tu Zakhm Hai Season 2,"Aniruddha Rajderkar, Noel Smith","2023, 9 Episodes",2.6,"Gashmeer Mahajani, Donal Bisht, Nehal Chudasama, Parinita Seth, Jinal Joshi, Sachin Verma, Aparna Kumar, Udhav Vij, Saurabh Mann, Abhinav Verma",MX Player
247,"Hunter - Tootega Nahi, Todega","Prince Dhiman, Alok Batra","2023, 8 Episodes",3.8,"Suniel Shetty, Esha Deol, Barkha Bisht, Teena Singh, Rahul Dev, Mir Sarwar, Pawan Chopra, Smita Jaykar, Mihir Ahuja, Karanvir Sharma, Siddharth Kher, Chahat Tewani, Gargi Mangesh Sawant",Amazon miniTV
248,Invisible City Season 2,Luis Carone,"2023, 5 Episodes",4.8,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Manuela Dieguez",Netflix
249,The Kingdom Season 2,"Marcelo Piñeyro, Miguel Cohan","2023, 6 Episodes",1.3,"Diego Peretti, Chino Darín, Nicolas Garcia, Joaquin Furriel, Peter Lanzani, Mercedes Moran, Vera Spinetta, Santiago Korovsky, Victoria Almeida, Alfonso Tort, Patricio Aramburu, Sofia Gala, Marcel Jeannin, Tod Fennell, Wyatt Bowen, Néstor Guzzini",Netflix
254,Agent Elvis,"Fletcher Moules, Gary Ye","2023, 10 Episodes",4.5,Matthew McConaughey,Netflix
255,Class of '07,Kacie Anning,"2023, 8 Episodes",4.5,"Emily Browning, Megan Smart, Caitlin Stasey, Claire Lovering, Emma Horn, Steph Tisdell, Sana'a Shaik, Rose Flanagan, Chi Nguyen, Bernie Van Tiel, Debra Lawrance",Prime Video
256,Dance 100,No description available,"2023, 6 Episodes",5,"Charlotte Hawthorne, Dru Lewis-Dre, Kane Walcott, Ally Love",Netflix
257,DOM Season 2,"Breno Silveira, André Barros","2023, 4 Episodes",3.9,"Gabriel Leone, Flávio Tolezani, Filipe Bragança, Isabella Santoni, Raquel Villar, Laila Garin, André Ramiro, Wilson Rabelo, Roberto Birindelli, Digão Ribeiro, Dhonata Augusto, Ana Cecilia Costa, Rafael Losso, Adanilo Reis, Lian Gaia, Milton Filho, Eduardo Pelizzari, Tainá Medina, João Oliveira, Antonio Carrara, Ludwika Paleta",Prime Video
258,Extrapolations,"Scott Z. Burns, Ellen Kuras","2023, 8 Episodes",3,"Meryl Streep, Sienna Miller, Kit Harington, Tahar Rahim, Matthew Rhys, Daveed Diggs, Gemma Chan, David Schwimmer, Adarsh Gourav, Forest Whitaker, Marion Cotillard, Tobey Maguire, Eiza González, Edward Norton, Indira Varma, Keri Russell, Cherry Jones, Michael Gandolfini, Murray Bartlett, Yara Shahidi, Diane Lane, Heather Graham, Ben Harper, Judd Hirsch, Hari Nef, Neska Rose, Devika Bhise, Aimee Mullins, Peter Riegert, Cherien Dabis, Mía Maestro, Tara Summers",Apple TV+
259,Maestro in Blue,"Christoforos Papakaliatis, Akis Polizos","2023, 9 Episodes",4.3,"Christoforos Papakaliatis, Klelia Andriolatou, Maria Kavoyianni, Fanis Mouratidis, Marisha Triantafyllidou, Giannis Tsortekis, Orestis Chalkias, Yorgos Benos, Spyro Curtis, Haris Alexiou, Antinoos Albanis, Dimitris Kitsos, Stefania Goulioti, Tonia Maraki, Sandra Sarafanova, Ioanna Chronopoulou",Netflix
261,Pop Kaun,Farhad Samji,2023,3.3,"Kunal Khemu, Saurabh Shukla, Johny Lever, Rajpal Naurang Yadav, Ashwini Kalsekar, Chunky Pandey, Nupur Sanon, Jamie Lever, Satish Kaushik, Tasha Bhambra",Disney+ Hotstar
262,Seven,Anjan Dutt,"2023, 7 Episodes",2.3,"Ankita Chakraborty, Anjan Dutt, Ridhima Ghosh, Rahul Banerjee, Gaurav Chakrabarty, Suprobhat Das",Zee5
263,Sky High: The Series,Daniel Calparsoro,"2023, 8 Episodes",4.5,"Luis Tosar, Richard Holmes, Álvaro Rico, Asia Ortega, Fernando Cayo, Patricia Vico, Jarfaiter, Ayax Pedrosa, Tomás del Estal, Alana La Hija del Jeque, Dollar Selmouni, Alejandro Marzal, Carmen Sánchez, Marcos Zan, Laura Rozalén",Netflix
265,Rocket Boys Season 2,Abhay Pannu,2023,4.4,"Jim Sarbh, Ishwak Singh, Arjun Radhakrishnan",SonyLIV
266,Ted Lasso Season 3,No description available,"2023, 12 Episodes",5,"Jason Sudeikis, Hannah Waddingham, Brendan Hunt, Jeremy Swift, Juno Temple, Brett Goldstein, Phil Dunster, Nick Mohammed, Sarah Niles",Apple TV+
267,The Law of the Jungle,Juan Carlos Durán Crane,"2023, 8 Episodes",2.8,"Yolanda Josefina Andrade Gómez, Diego Alfaro, Adrián Andrés, Bruce Santillán, César Morales, Fabian Camberos, Gina Torres, John Guts, Josué Villanueva, Layla Neri, Leslie Gallardo, Paola Michelle, Sandy Padilla, Zoe Joffre",Netflix
270,Bert Kreischer: Razzle Dazzle,Jeff Tomsic,2023,4.5,Bert Kreischer,Netflix
271,Jinny's Kitchen,Young-Seok Na,"2023, 11 Episodes",4.2,"Park Seo-joon, Choi Woo-sik, Jung Yu-mi, Seo-jin Lee, Lee Won-il",Prime Video
273,Accidental Farmer & Co.,Sugan Jay,"2023, 8 Episodes",3.8,"Ramya Pandian, Vinodhini Vaidynathan, Vaibhav Reddy, Badava Gopi",SonyLIV
274,Bad Trip,Krishna Kanth Mamidala,"2023, 8 Episodes",3.3,"Ravi Varma, Vajja Venkata Giridhar, Chaitanya Krishna, Adrika Sharma, Archana Shastry, Prachi Thakker, Sriram Reddy Polasane, Archana",SonyLIV
275,Happy Family Conditions Apply,"Aatish Kapadia, Jamnadas Majethia","2023, 10 Episodes",4.2,"Raj Babbar, Ratna Pathak Shah, Atul Kulkarni, Ayesha Jhulka, Meenal Sahu, Raunaq Kamdar, Sanah Kapur, Ahaan Saboo, Paresh Ganatra, Atul Kumar, Pranoti Pradhan, Margaret Wanjiku Kariuki",Prime Video
277,Rana Naidu,"Karan Anshuman, Suparn Verma",2023,3.4,"Rana Daggubbati, Venkatesh Daggubbati, Surveen Chawla, Sushant Singh, Abhishek Banerjee, Suchitra Pillai, Gaurav Chopra, Ashish Vidyarthi, Rajesh Jais",Netflix
279,The Glory Season 2,Ahn Gil-ho,"2023, 8 Episodes",3.8,"Song Hye-kyo, Jung Ji-so, Lee Do-hyun, Lim Ji-yeon, Shin Ye-eun, Yeom Hye-ran, Park Sung-hoon",Netflix
280,College Detectives,Karpoor Gaurav,"2023, 10 Episodes",3.8,"Karpoor Gaurav, Vidur Chugh, Harshpal Singh, Ishan Bhatt, Mugdha Agarwal, ",Amazon miniTV
281,MH370: The Plane that Disappeared,Louise Malkinson,"2023, 3 Episodes",3,"Jeff Wise, Florence de Changy",Netflix
284,Chris Rock: Selective Outrage,No description available,2023,1.8,Chris Rock,Netflix
285,Daisy Jones & The Six,James Ponsoldt,"2023, 10 Episodes",4.5,"Riley Keough, Sebastian Chacon, Suki Waterhouse, Sam Claflin, Camila Morrone, Josh Whitehouse, Nabiyah Be, Will Harrison, Ayesha Harris, Naya Kodeh, Jacqueline Obradors, Nicole Alicia Xavier, Jonathan D'Ambrosio, Nick Pupo, Jack Romano, Leslie Koch Foumberg, Evan Daigle, Ronald Chavis, Myles Cranford, Warren Sweeney",Prime Video
287,Taj: Divided by Blood,"Ron Scalpello, Ajay Singh, Vibhu Puri, Prashant Singh","2023, 10 Episodes",3.9,"Dharmendra, Naseeruddin Shah, Aditi Rao Hydari, Rahul Bose, Zarina Wahab, Sandhya Mridul, Aashim Gulati, Taaha Shah, Shubham Kumar Mehra, Pankaj Saraswant, Anushka Luhar, Jaanam Raaj, Subodh Bhave, Pawan Chopra, Padma Damodaran, Shivani Tanksale, Aayam Mehta, ActorsFirdaush",Zee5
288,Asur Season 1,Oni Sen,"2023, 8 Episodes",3.5,"Arshad Warsi, Barun Sobti, Anupriya Goenka, Ridhi Dogra, Sharib Hashmi, Amey Wagh, Pawan Chopra, Vishesh Bansal, Gaurav Arora, Anvita Sudarshan, Nishank Verma, Archak Chhabra, Aditya Lal, Deepak Qazir, Bondip Sarma, Jayant Raina, Sunayna Baile, Jay Zaveri, Amit Anand Raut",JioCinema
292,Sex/Life Season 2,Jessika Borsiczky,"2023, 8 Episodes",3.3,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette, Wallis Day, Dylan Bruce, Craig Bierko, Cleo Anthony, Darius Homayoun",Netflix
295,The Mandalorian Season 3,"Jon Favreau, Carl Weathers",2023,3.5,"Pedro Pascal, Giancarlo Esposito, Carl Weathers",Disney+ Hotstar
296,Aashiqana Season 3,Gul Khan,2023,3.1,"Zayn Ibad Khan, Khushi Dubey, Inderjeet Modi, Anurag Vyas, Raghav Tiwari, Geeta Tyagi",Disney+ Hotstar
297,My Dear Brothers,Qiu Yu,"2023, 35 Episodes",3.3,"Zhao Ying Bo, Dai Yun Fan, Wu Qian Ying, Gao Zi Qi, Dai Ya Qi, Liu Zhi Wei",MX Player
298,Formula 1: Drive to Survive Season 5,No description available,"2023, 10 Episodes",3.5,Not decided,Netflix
299,Iru Dhuruvam Season 2,Arun Prakash,"2023, 10 Episodes",3,"Ravi Jiva, Ajith Koshy, Aneesha P, Sebastin Antony, Vasudha Krishnamoorthy, Linga, Sai Priyanka Ruth, Abhirami Venkatachalam, Desingu Raja, Jeeva Rathnam, Mythili, Poojitha, Kumara Vadivel, Anushya, Gopal Kaka, T.N. Dhananjayan",SonyLIV
300,Liaison,Stephen Hopkins,"2023, 6 Episodes",4.5,"Daniel Francis, Eva Green, Vincent Cassel, Lyna Dubarry, Aziz Dyab, Cris Haris, Olivia Popica, Laëtitia Eïdo",Apple TV+
301,Potluck Season 2,Rajshree Ojha,"2023, 8 Episodes",3.7,"Cyrus Sahukar, Harman Singha, Ira Dubey, Jatin Sial, Kitu Gidwani, Saloni Patel, Siddhant Karnick, Shikha Talsania, Sonali Sachdev, Myrah Rajpal, Aashvi Negi, Mikaeel Bootwala",SonyLIV
303,Shwetkali,Sani Ghose Ray,"2023, 8 Episodes",3.4,"Oindrila Sen, Sourav Chakraborty, Saheb Bhattacharjee, Arindam Ganguly, Debdut Ghosh, Devlina Kumar, Samadarshi Dutta, Swagata Basu, Rishi Koushi",Zee5
304,The Consultant,"Matt Shakman, Daniel Attias, Charlotte Brändström, Karyn Kusama, Alexis Ostrander","2023, 8 Episodes",3.5,"Christoph Waltz, Nat Wolff, Brittany O'Grady, Aimee Carrero, Sydney Mae Diaz, Sloane Avery, Michael Charles Vaccaro, Erin Ruth Walker",Prime Video
305,The Reluctant Traveler,No description available,"2023, 8 Episodes",5,Eugene Levy,Apple TV+
306,Heirs of Night Season 2,"Diederik van Rooijen, Thale Persen","2023, 13 Episodes",4.4,"Anastasia Martin, Ulrik William Græsli, Aisling Sharkey, Jordan Adene, Charlie Banks, Liam Nicolosi, Ines Høysæter Asserson, Scarlett Rousset, Lance West, Finian Duff Lennon, Mina Dale, Vegar Hoel, Hildegard Schmahl, Francesco De Vito, Annick Christiaens, Leo Wringer, Jurin Mols, Kenneth Åkerland Berg",MX Player
307,Murdaugh Murders: A Southern Scandal,Julia Willoughby Nason,"2023, 3 Episodes",4.5,"Beverly Cook, Keith Cook, Miley Altman, Phillip Beach, Anthony Cook, Connor Cook, Michael Dewitt, Bill Doughty, Diane Doughty, Morgan Doughty, Valerie Bauerlein, Gina Altman, Renee Beach, Christine Cook, Marty Cook, Sam Crews, Mark Tinsley, Will Folks, Eric Bland, Eric Alan, Steve Peterson, Ronnie Richter",Netflix
308,SK Sir Ki Class,Pratish Mehta,2023,3.4,"Abhilash Thapliyal, Gagan Arora, Rajesh Jais, Shivankit Singh Parihar, Naveen Kasturia, Venus Singh, Badri Chavan, Lovekush Kundu, Dishant Verma, Akshit Grover, Moni Shankar, Praveen Rajj",YouTube
310,The Wolf Princess,Danny Ko,"2023, 24 Episodes",4.2,"Qianshuo Huang, Ning Kang, Jason Gu, Huizi Sheng, Jicai Gao, Ziqi Zhao, Kaining Yu, Heng Wu, Jinyi Lin, Chuyue Peng",MX Player
312,Carnival Row Season 2,Andy Goddard,"2023, 10 Episodes",4,"Orlando Bloom, Cara Delevingne, Simon McBurney, Tamzin Merchant, David Gyasi, Andrew Gower, Karla Crome, Arty Froushan, Indira Varma, Alice Krige, Ariyon Bakare, Maeve Dermody, Waj Ali, James Beaumont, Tracey Wilkinson, Leanne Best, Anna Rust, Mark Lewis Jones, Theo Barklem-Biggs, Ronan Vibert, Chloe Pirrie, Scott Reid, Sinead Phelps, Jim High, Erika Starkova",Prime Video
313,Community Squad,"Santiago Korovsky, Diego Nuñez Irigoyen","2023, 8 Episodes",4.2,"Santiago Korovsky, Pilar Gamboa, Daniel Hendler, Martín Garabal, Marcelo Subiotto, Carlos Belloso, Charo López, Sergio Prina, Agustín Rittano, Alan Sabbagh, Rafael Spregelburd, Valeria Lois, Iair Said, Camila Peralta, Fabián Arenillas, Jonathan Jairo Nugnes, Hernán Cuevas, Gabriela Izcovich",Netflix
315,The Night Manager,"Priyanka Ghose, Rukh Nabeel, Sandeep Modi",2023,3.7,"Jagdish Rajpurohit, Salim Siddiqui, Anand Vikas Potdekhe, Anil Kapoor, Aditya Roy Kapur",Disney+ Hotstar
316,Star Trek: Picard Season 3,Douglas Aarniokoski,"2023, 10 Episodes",4.9,"Patrick Stewart, LeVar Burton, Michael Dorn, Jonathan Frakes, Gates McFadden, Marina Sirtis, Brent Spiner, Jeri Ryan, Michelle Hurd, Amanda Plummer, Daniel Davis, Brent Spiner",Prime Video
320,The Law According to Lidia Poët,"Letizia Lamartire, Matteo Rovere","2023, 6 Episodes",4.2,"Sara Lazzaro, Matilda De Angelis, Nicolo Pasetti, Dario Aita, Mia McGovern Zaini, Riccardo Leto",Netflix
322,In Love All Over Again,"Bàrbara Farré, Mateo Gil, Ginesta Guindal, Carlota Pereda","2023, 8 Episodes",4.8,"Georgina Amorós, Franco Masini, Carlos González, Albert Salazar, Kyle Scudder, Roser Vilajosana, Blanca Martínez, Alejandro Jato, Abril Montilla, Andrea Carrión Samaniego",Netflix
323,Jim Jefferies: High n' Dry,Scott Zabielski,"2023, 1 Episode",2.5,Jim Jefferies,Netflix
324,Minus One: New Chapter,Shubham Yogi,"2023, 6 Episodes",5,"Aisha Ahmed, Ayush Mehra, Faiz Khan, Kira Narayanan, Kusha Kapila",Lionsgate Play
325,The Romantics,Smriti Mundhra,"2023, 4 Episodes",4.1,"Yash Chopra, Aditya Chopra, Amitabh Bachchan, Rishi Kapoor, Neetu Singh, Shah Rukh Khan, Aamir Khan, Ranbir Kapoor, Ranveer Singh, Madhuri Dixit, Karan Johar, Katrina Kaif, Rani Mukerji, Juhi Chawla, Anushka Sharma",Netflix
326,Kumite 1 Warrior Hunt,"Nishant Nayak, Omkar Potdar","2023, 6 Episodes",4.7,"Suniel Shetty, Sunanda Wong, Pardeep Hooda, Kiran Singh, Siddhartha Chandanshive, Monika Kiran Ghag, Mohamedali Budhwani, Heena Shaikh, Priyanka Jeet Toshi, Sameer Jhanjotra, Krishna Kumar Payasi, Harpreet Kaur, Shalu Sharma, Rekha Chaudary, Sohail Shakil Khan, Lakhi Das, Suraj Bahadur, Mehdi Nasiri, Kekhrieneitso Angami",MX Player
328,Mirror: A Tale of Twin Cities,Patrick Yau,"2023, 43 Episodes",2.8,"Li Yifeng, Chun Huang, Chen Yuqi, Bai Wei, Zheng Yecheng, Lang Xuan, Yang Zhiwen, Liu Haikuan, Ye Shengjia, Liu Chang",MX Player
329,Clarkson's Farm Season 2,Will Yapp,"2023, 8 Episodes",5,"Jeremy Clarkson, Kaleb Cooper, Charlie Ireland, Gerald Cooper, Lisa Hogan",Prime Video
330,Farzi,"Raj Nidimoru, Krishna DK","2023, 8 Episodes",3.4,"Shahid Kapoor, Vijay Sethupathi, Raashi Khanna, Kay Kay Menon, Regina Cassandra, Zakir  Hussain, Bhuvan Arora, Amol Palekar, Kubbra Sait",Prime Video
331,Hansika's Love Shaadi Drama,No description available,"2023, 6 Episodes",1.7,"Hansika Motwani, Sohael Kathuriya",Disney+ Hotstar
332,Jab We Matched,Srinivas Sunderrajan,"2023, 4 Episodes",3.5,"Jasmin Bhasin, Shivangi Joshi, Prit Kamani, Abhishek Nigam, Revathi Pillai, Mayur More, Priyank Sharma",Amazon miniTV
335,Love Kills: Madhumita Shukla Hatyakand,Deepak Chaturvedi,2023,3.7,Not decided,Discovery+
338,Chasing Ball,"Su Haoqi, Qingtian Le, Shicheng Lin","2023, 36 Episodes",3.1,"Shiqi Fan, Guanjin Bu, Yitong Li, Sheng Chi Huang, Yuanbing Zhu, Wenhan Li, Yangyang Lu, Xiao Hong, Xikan Li, Ken Chang, Shuangli Zhang, Tan Zhang, Dongfu Lin, Tianqi Zhang",MX Player
339,The Exchange,"Jasem Al-Muhanna, Karim Elshenawy","2023, 6 Episodes",3.4,"Michael Benyaer, Kamran Nikhad, Sean Rohani, Samia Mounts, Hasti Bakian, Mohammed Al-Mansour, Marissa Lenti, Hesham Elshazly",Netflix
340,Couple Goals: Love & Dreams,Sahil Verma,"2023, 4 Episodes",1.8,"Aakash Gupta, Mugdha Agarwal, Harshpal Singh, Sahil Verma, Somesh Sharma",Amazon miniTV
341,Love is Sweet,"Yu Zhongzhong, Wu Jianxin","2023, 36 Episodes",3.6,"Luo Yunxi, Bai Lu, Gao Hanyu, Xiao Yan, Riley Wang, Zhao Yuanyuan, An Weiling, Guan Zijing",MX Player
342,Sweet Magnolias Season 2,"Norman Buckley, Mykelti Williamson, Yangzom Brauen, Mary Lou Belli","2023, 10 Episodes",3.5,"Carson Rowland, JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Logan Allen, Anneliese Judge, Justin Bruening, Jamie Lynn Spears, Chris Klein",Netflix
343,Class Season 1,"Gul Dharmani, Kabir Mehta, Ashim Ahluwalia","2023, 8 Episodes",3.2,"Gurfateh Pirzada, Anjali Sivaraman, Ayesha Kanga, Chayan Chopra, Chintan Rachchh, Cwaayal Singh, Madhyama Segal, Moses Koul, Naina Bhan, Piyush Khati, Zeyn Shaw",Netflix
